Type,Strike,Bid,Ask,Expiration
puts,245.0,14.0,19.0,2024-01-19
puts,250.0,15.0,20.0,2024-01-19
puts,255.0,16.55,21.5,2024-01-19
puts,260.0,17.55,22.5,2024-01-19
puts,265.0,19.0,24.0,2024-01-19
puts,270.0,20.55,25.5,2024-01-19
puts,275.0,22.15,27.0,2024-01-19
puts,280.0,24.75,28.5,2024-01-19
puts,285.0,25.5,30.5,2024-01-19
puts,290.0,27.0,32.0,2024-01-19
puts,295.0,29.05,34.0,2024-01-19
puts,300.0,31.05,35.0,2024-01-19
puts,305.0,33.0,38.0,2024-01-19
puts,310.0,35.45,40.0,2024-01-19
puts,315.0,37.0,42.0,2024-01-19
puts,320.0,39.5,44.0,2024-01-19
puts,325.0,41.5,46.5,2024-01-19
puts,330.0,44.0,49.0,2024-01-19
puts,335.0,46.5,51.0,2024-01-19
puts,340.0,49.15,53.5,2024-01-19
puts,345.0,51.6,56.5,2024-01-19
puts,350.0,54.0,59.0,2024-01-19
puts,355.0,57.0,61.5,2024-01-19
puts,360.0,59.5,64.45,2024-01-19
puts,365.0,62.5,67.0,2024-01-19
puts,370.0,65.5,70.0,2024-01-19
puts,375.0,68.5,73.0,2024-01-19
puts,380.0,71.0,75.5,2024-01-19
puts,385.0,74.5,79.5,2024-01-19
puts,390.0,77.5,82.5,2024-01-19
puts,400.0,84.5,89.0,2024-01-19
puts,405.0,87.5,92.5,2024-01-19
puts,410.0,91.0,95.5,2024-01-19
puts,420.0,98.5,103.0,2024-01-19
puts,425.0,102.0,107.0,2024-01-19
puts,430.0,130.0,134.5,2024-01-19
puts,440.0,113.5,118.5,2024-01-19
puts,450.0,121.5,126.0,2024-01-19
puts,460.0,129.5,134.0,2024-01-19
puts,470.0,137.5,142.5,2024-01-19
puts,480.0,146.0,151.0,2024-01-19
puts,500.0,163.5,168.5,2024-01-19
